gas_meter_id,object_type
4484,Commercial object
4483,Residential object
4482,Commercial object
4481,Commercial object
4480,Commercial object
4479,Residential object
4478,Residential object
4477,Residential object
4476,Commercial object
4475,Commercial object
4474,Commercial object
4473,Residential object
4472,Residential object
4471,Residential object
4470,Residential object
4469,Commercial object
4468,Commercial object
4467,Commercial object
4466,Residential object
4465,Residential object
4464,Commercial object
4463,Residential object
4462,Residential object
4461,Commercial object
4460,Commercial object
4459,Residential object
4458,Commercial object
4457,Residential object
4456,Commercial object
4455,Commercial object
4454,Residential object
4453,Commercial object
4452,Residential object
4451,Commercial object
4450,Commercial object
4449,Residential object
4448,Commercial object
4447,Residential object
4446,Commercial object
4445,Residential object
4444,Residential object
4443,Commercial object
4442,Residential object
4441,Residential object
4440,Residential object
4439,Commercial object
4438,Residential object
4437,Residential object
4436,Commercial object
4435,Commercial object
4434,Residential object
4433,Commercial object
4432,Commercial object
4431,Residential object
4430,Commercial object
4429,Commercial object
4428,Commercial object
4427,Commercial object
4426,Residential object
4425,Residential object
4424,Residential object
4423,Residential object
4422,Commercial object
4421,Residential object
4420,Commercial object
4419,Commercial object
4418,Residential object
4417,Commercial object
4416,Residential object
4415,Commercial object
4414,Commercial object
4413,Commercial object
4412,Commercial object
4411,Residential object
4410,Commercial object
4409,Commercial object
4408,Residential object
4407,Commercial object
4406,Commercial object
4405,Residential object
4404,Commercial object
4403,Commercial object
4402,Residential object
4401,Commercial object
4400,Residential object
4399,Residential object
4398,Residential object
4397,Residential object
4396,Residential object
4395,Residential object
4394,Commercial object
4393,Residential object
4392,Commercial object
4391,Commercial object
4390,Residential object
4389,Commercial object
4388,Residential object
4387,Commercial object
4386,Residential object
4385,Residential object
4384,Residential object
4383,Commercial object
4382,Commercial object
4381,Residential object
4380,Commercial object
4379,Residential object
4378,Residential object
4377,Commercial object
4376,Commercial object
4375,Commercial object
4374,Commercial object
4373,Residential object
4372,Commercial object
4371,Residential object
4370,Residential object
4369,Commercial object
4368,Commercial object
4367,Commercial object
4366,Residential object
4365,Residential object
4364,Residential object
4363,Commercial object
4362,Commercial object
4361,Residential object
4360,Commercial object
4359,Residential object
4358,Commercial object
4357,Commercial object
4356,Commercial object
4355,Commercial object
4354,Residential object
4353,Residential object
4352,Commercial object
4351,Residential object
4350,Residential object
4349,Residential object
4348,Residential object
4347,Residential object
4346,Commercial object
4345,Commercial object
4344,Residential object
4343,Residential object
4342,Residential object
4341,Residential object
4340,Residential object
4339,Residential object
4338,Residential object
4337,Commercial object
4336,Residential object
4335,Commercial object
4334,Commercial object
4333,Commercial object
4332,Commercial object
4331,Commercial object
4330,Residential object
4329,Commercial object
4328,Commercial object
4327,Commercial object
4326,Residential object
4325,Commercial object
4324,Residential object
4323,Commercial object
4322,Residential object
4321,Commercial object
4320,Residential object
4319,Residential object
4318,Commercial object
4317,Residential object
4316,Residential object
4315,Commercial object
4314,Commercial object
4313,Residential object
4312,Residential object
4311,Residential object
4310,Commercial object
4309,Commercial object
4308,Residential object
4307,Commercial object
4306,Commercial object
4305,Residential object
4304,Commercial object
4303,Residential object
4302,Residential object
4301,Residential object
4300,Commercial object
4299,Residential object
4298,Residential object
4297,Residential object
4296,Residential object
4295,Residential object
4294,Commercial object
4293,Commercial object
4292,Residential object
4291,Commercial object
4290,Commercial object
