service_type_id,service_name,utility_company_id
24,Supply of electricity for lighting and household needs of the residents,5787
2711,Regular maintenance of elevators in residential buildings,6113
2886,Supply of electricity for lighting and household needs of the residents,3990
379,Regular maintenance of elevators in residential buildings,5042
1544,Installation of energy-efficient lighting and heating systems,329
676,Provision of district heating services for apartment buildings,3027
1293,Organizing regular garbage collection and its subsequent disposal,4255
225,Supply of drinking water for residents and businesses,1595
409,Installation of energy-efficient lighting and heating systems,1285
2720,Supply of electricity for lighting and household needs of the residents,1522
1860,Supply of drinking water for residents and businesses,445
1523,Supply of drinking water for residents and businesses,1770
22,Provision of district heating services for apartment buildings,6873
559,Installing modern electricity meters to accurately record consumption,699
2610,Organizing regular garbage collection and its subsequent disposal,7022
35,Conducting seminars and trainings on energy efficiency for residents and businesses,1868
2025,Supply of drinking water for residents and businesses,5171
1235,Repair and replacement of the heating system in residential premises,1593
920,Provision of district heating services for apartment buildings,6991
997,Supply of electricity for lighting and household needs of the residents,1347
