services_id,rate_amount,service_type,rate_name,rate_category
3464,87.7,Energy supply,Drainage,Standard tariffs
3170,57.0,Installation of equipment,Heating,Tariffs for industry
3246,78.9,Repair,Gas supply,Discounted rates
1809,61.4,Consulting,Electricity supply,Economy tariffs
2038,95.4,Servicing,Electricity supply,Combined tariffs
1938,92.8,Repair,Gas supply,Individual tariffs
1669,56.9,Servicing,Heating,Standard tariffs
3611,68.5,Repair,Drainage,Individual tariffs
1360,64.3,Installation of equipment,Gas supply,Preferential tariffs
176,93.3,Servicing,Heating,Economy tariffs
1821,89.7,Energy supply,Water supply,Individual tariffs
2024,72.4,Installation of equipment,Heating,Discounted rates
3548,80.5,Consulting,Gas supply,Tariffs for industry
3827,76.5,Repair,Drainage,Standard tariffs
3303,73.1,Repair,Electricity supply,Standard tariffs
3346,69.9,Repair,Water supply,Standard tariffs
346,55.4,Repair,Gas supply,Tariffs for industry
1639,59.4,Repair,Drainage,Combined tariffs
3258,60.8,Energy supply,Drainage,Tariffs for industry
2870,61.7,Installation of equipment,Heating,Economy tariffs
504,58.4,Installation of equipment,Gas supply,Economy tariffs
2406,64.3,Consulting,Electricity supply,Tariffs for industry
3675,75.9,Installation of equipment,Drainage,Discounted rates
3702,54.6,Energy supply,Water supply,Combined tariffs
555,54.4,Consulting,Electricity supply,Combined tariffs
3567,82.3,Servicing,Heating,Combined tariffs
464,92.9,Energy supply,Electricity supply,Tariffs for industry
1661,89.5,Repair,Drainage,Discounted rates
3240,52.4,Repair,Heating,Economy tariffs
553,57.1,Energy supply,Electricity supply,Discounted rates
3519,57.4,Installation of equipment,Heating,Discounted rates
3881,65.7,Installation of equipment,Electricity supply,Preferential tariffs
2720,80.9,Installation of equipment,Drainage,Individual tariffs
1127,69.2,Installation of equipment,Drainage,Preferential tariffs
1629,63.8,Servicing,Drainage,Standard tariffs
2116,52.4,Repair,Water supply,Combined tariffs
2367,52.9,Energy supply,Heating,Individual tariffs
2402,52.2,Servicing,Gas supply,Combined tariffs
2628,83.8,Installation of equipment,Drainage,Economy tariffs
3972,82.6,Energy supply,Heating,Tariffs for industry
3161,85.2,Servicing,Electricity supply,Preferential tariffs
2397,81.2,Repair,Gas supply,Discounted rates
3491,84.9,Energy supply,Gas supply,Preferential tariffs
3122,63.3,Installation of equipment,Drainage,Tariffs for industry
560,59.5,Installation of equipment,Gas supply,Economy tariffs
2058,97.0,Installation of equipment,Electricity supply,Individual tariffs
1531,86.3,Consulting,Gas supply,Individual tariffs
1981,50.7,Consulting,Drainage,Economy tariffs
266,98.7,Servicing,Electricity supply,Standard tariffs
3936,55.5,Energy supply,Electricity supply,Combined tariffs
3186,95.1,Energy supply,Water supply,Tariffs for industry
1986,50.0,Consulting,Gas supply,Preferential tariffs
3077,89.7,Repair,Water supply,Economy tariffs
2460,84.0,Consulting,Drainage,Individual tariffs
2586,85.9,Repair,Gas supply,Individual tariffs
2539,59.9,Installation of equipment,Electricity supply,Combined tariffs
1984,94.9,Consulting,Heating,Economy tariffs
3663,80.2,Consulting,Electricity supply,Individual tariffs
7,68.0,Repair,Electricity supply,Preferential tariffs
804,64.0,Energy supply,Drainage,Individual tariffs
1400,73.6,Servicing,Gas supply,Economy tariffs
2856,82.7,Installation of equipment,Drainage,Standard tariffs
3792,74.7,Energy supply,Drainage,Economy tariffs
745,89.3,Consulting,Electricity supply,Standard tariffs
3435,69.8,Consulting,Drainage,Economy tariffs
2270,73.8,Installation of equipment,Water supply,Economy tariffs
2928,79.4,Energy supply,Heating,Discounted rates
128,98.2,Repair,Electricity supply,Economy tariffs
3222,68.0,Repair,Water supply,Individual tariffs
471,85.3,Repair,Electricity supply,Individual tariffs
2238,76.9,Consulting,Drainage,Standard tariffs
2352,88.1,Repair,Water supply,Discounted rates
2806,76.1,Energy supply,Heating,Discounted rates
125,53.9,Repair,Drainage,Standard tariffs
2386,91.9,Installation of equipment,Electricity supply,Individual tariffs
1904,51.5,Servicing,Heating,Discounted rates
1079,72.6,Servicing,Drainage,Economy tariffs
558,54.9,Consulting,Gas supply,Combined tariffs
901,50.1,Installation of equipment,Gas supply,Discounted rates
3998,57.2,Installation of equipment,Electricity supply,Combined tariffs
3314,71.0,Consulting,Heating,Tariffs for industry
2335,98.9,Consulting,Gas supply,Economy tariffs
501,98.7,Servicing,Electricity supply,Combined tariffs
2219,67.1,Servicing,Heating,Preferential tariffs
3320,98.6,Energy supply,Electricity supply,Preferential tariffs
2028,66.5,Servicing,Heating,Preferential tariffs
2941,80.5,Consulting,Water supply,Economy tariffs
587,73.7,Servicing,Drainage,Standard tariffs
1893,74.6,Installation of equipment,Electricity supply,Economy tariffs
1274,93.9,Energy supply,Electricity supply,Combined tariffs
28,78.5,Energy supply,Water supply,Individual tariffs
1257,60.9,Servicing,Electricity supply,Discounted rates
989,94.4,Repair,Drainage,Preferential tariffs
1464,55.0,Energy supply,Water supply,Individual tariffs
722,53.5,Servicing,Drainage,Discounted rates
2598,58.9,Consulting,Heating,Preferential tariffs
3368,93.3,Installation of equipment,Drainage,Combined tariffs
3737,69.7,Installation of equipment,Drainage,Standard tariffs
2118,76.4,Repair,Heating,Preferential tariffs
3186,70.9,Repair,Electricity supply,Tariffs for industry
1456,84.7,Energy supply,Electricity supply,Tariffs for industry
649,62.0,Energy supply,Drainage,Preferential tariffs
281,53.5,Repair,Drainage,Discounted rates
3421,87.7,Installation of equipment,Heating,Standard tariffs
283,75.2,Servicing,Heating,Discounted rates
1943,92.3,Installation of equipment,Gas supply,Combined tariffs
586,98.3,Consulting,Drainage,Discounted rates
1468,53.3,Servicing,Gas supply,Combined tariffs
444,80.1,Installation of equipment,Drainage,Standard tariffs
658,92.0,Consulting,Gas supply,Standard tariffs
3272,74.4,Repair,Heating,Economy tariffs
1443,83.5,Servicing,Gas supply,Discounted rates
3170,92.0,Energy supply,Gas supply,Tariffs for industry
1335,92.6,Installation of equipment,Gas supply,Individual tariffs
3351,88.8,Consulting,Heating,Standard tariffs
1137,84.7,Energy supply,Drainage,Discounted rates
2964,70.0,Servicing,Gas supply,Combined tariffs
1783,67.2,Energy supply,Gas supply,Standard tariffs
2950,86.4,Repair,Heating,Preferential tariffs
1816,81.1,Repair,Gas supply,Economy tariffs
1391,91.3,Energy supply,Gas supply,Discounted rates
2371,61.9,Consulting,Drainage,Preferential tariffs
3197,51.2,Installation of equipment,Drainage,Economy tariffs
2026,53.7,Repair,Heating,Preferential tariffs
133,66.4,Installation of equipment,Water supply,Individual tariffs
1611,90.4,Energy supply,Heating,Economy tariffs
37,87.8,Repair,Electricity supply,Preferential tariffs
378,58.0,Servicing,Gas supply,Preferential tariffs
2274,52.8,Energy supply,Gas supply,Economy tariffs
2608,96.0,Energy supply,Water supply,Standard tariffs
1752,85.1,Repair,Drainage,Preferential tariffs
3303,85.5,Repair,Gas supply,Tariffs for industry
2849,82.6,Energy supply,Gas supply,Economy tariffs
304,69.3,Servicing,Heating,Individual tariffs
1907,67.4,Installation of equipment,Water supply,Preferential tariffs
1908,65.3,Installation of equipment,Gas supply,Discounted rates
1065,69.3,Energy supply,Electricity supply,Discounted rates
3134,78.2,Repair,Electricity supply,Preferential tariffs
2819,56.6,Repair,Drainage,Discounted rates
629,68.5,Repair,Gas supply,Tariffs for industry
2929,51.5,Energy supply,Heating,Tariffs for industry
3277,52.6,Repair,Electricity supply,Standard tariffs
2357,84.3,Repair,Water supply,Preferential tariffs
1456,51.7,Energy supply,Gas supply,Preferential tariffs
174,95.2,Consulting,Gas supply,Combined tariffs
2095,60.4,Installation of equipment,Heating,Standard tariffs
3109,80.1,Repair,Drainage,Economy tariffs
2316,75.4,Repair,Electricity supply,Preferential tariffs
2743,63.2,Repair,Heating,Standard tariffs
2622,82.1,Installation of equipment,Drainage,Standard tariffs
1813,56.4,Repair,Drainage,Preferential tariffs
1107,97.7,Energy supply,Drainage,Economy tariffs
3169,54.0,Consulting,Water supply,Preferential tariffs
217,58.1,Consulting,Water supply,Combined tariffs
687,61.6,Repair,Electricity supply,Combined tariffs
3244,93.5,Energy supply,Electricity supply,Standard tariffs
3391,92.6,Consulting,Gas supply,Discounted rates
2327,74.7,Repair,Water supply,Economy tariffs
3879,76.5,Repair,Electricity supply,Preferential tariffs
1739,73.9,Energy supply,Heating,Combined tariffs
22,62.1,Energy supply,Gas supply,Individual tariffs
1689,50.1,Installation of equipment,Heating,Discounted rates
3597,99.2,Energy supply,Drainage,Standard tariffs
2780,71.2,Installation of equipment,Water supply,Tariffs for industry
1974,87.2,Servicing,Electricity supply,Economy tariffs
302,69.7,Servicing,Drainage,Discounted rates
1331,60.0,Servicing,Gas supply,Tariffs for industry
2716,61.9,Servicing,Water supply,Discounted rates
3796,99.8,Energy supply,Gas supply,Standard tariffs
3036,82.2,Energy supply,Drainage,Standard tariffs
1784,92.5,Installation of equipment,Drainage,Standard tariffs
686,57.5,Energy supply,Drainage,Tariffs for industry
2002,84.4,Servicing,Electricity supply,Combined tariffs
3407,73.7,Consulting,Heating,Tariffs for industry
371,87.0,Servicing,Electricity supply,Economy tariffs
2863,84.6,Servicing,Gas supply,Individual tariffs
3722,83.8,Repair,Drainage,Preferential tariffs
867,63.1,Installation of equipment,Electricity supply,Discounted rates
2246,81.3,Installation of equipment,Electricity supply,Standard tariffs
1112,50.9,Repair,Gas supply,Tariffs for industry
568,76.5,Installation of equipment,Heating,Preferential tariffs
1025,73.9,Energy supply,Gas supply,Tariffs for industry
1743,61.3,Consulting,Gas supply,Discounted rates
81,78.2,Consulting,Gas supply,Standard tariffs
3487,52.0,Servicing,Water supply,Discounted rates
3362,54.0,Installation of equipment,Gas supply,Individual tariffs
1089,85.1,Energy supply,Gas supply,Individual tariffs
73,86.5,Consulting,Water supply,Combined tariffs
3284,53.1,Installation of equipment,Drainage,Individual tariffs
471,97.2,Energy supply,Gas supply,Individual tariffs
969,78.6,Consulting,Gas supply,Economy tariffs
2770,65.7,Installation of equipment,Heating,Tariffs for industry
3518,72.8,Energy supply,Gas supply,Tariffs for industry
2475,68.3,Repair,Drainage,Discounted rates
1968,85.7,Consulting,Heating,Standard tariffs
2957,72.2,Servicing,Gas supply,Economy tariffs
775,94.0,Installation of equipment,Gas supply,Standard tariffs
1952,54.1,Energy supply,Water supply,Combined tariffs
2478,73.6,Repair,Electricity supply,Combined tariffs
3867,82.9,Energy supply,Electricity supply,Economy tariffs
2318,87.7,Servicing,Gas supply,Individual tariffs
3263,59.8,Energy supply,Gas supply,Discounted rates
2870,83.5,Consulting,Gas supply,Combined tariffs
164,83.3,Repair,Electricity supply,Preferential tariffs
637,64.1,Repair,Drainage,Combined tariffs
627,72.9,Installation of equipment,Water supply,Economy tariffs
237,97.7,Energy supply,Drainage,Economy tariffs
3835,92.0,Energy supply,Water supply,Discounted rates
1586,51.5,Servicing,Water supply,Individual tariffs
2888,57.3,Installation of equipment,Heating,Standard tariffs
1851,75.0,Consulting,Water supply,Combined tariffs
3927,86.0,Consulting,Electricity supply,Discounted rates
132,85.7,Installation of equipment,Gas supply,Discounted rates
3482,77.2,Repair,Electricity supply,Tariffs for industry
1168,86.3,Energy supply,Heating,Preferential tariffs
1309,82.8,Repair,Gas supply,Preferential tariffs
2836,52.0,Energy supply,Electricity supply,Preferential tariffs
667,58.3,Servicing,Drainage,Discounted rates
2684,88.4,Servicing,Water supply,Individual tariffs
267,86.9,Consulting,Heating,Individual tariffs
2705,99.9,Servicing,Electricity supply,Economy tariffs
2572,91.5,Repair,Heating,Combined tariffs
1107,73.8,Consulting,Gas supply,Tariffs for industry
62,98.0,Repair,Drainage,Standard tariffs
2544,87.8,Servicing,Water supply,Standard tariffs
553,76.2,Repair,Drainage,Preferential tariffs
2522,50.0,Consulting,Drainage,Individual tariffs
2151,65.8,Energy supply,Drainage,Combined tariffs
1061,54.0,Energy supply,Water supply,Discounted rates
1555,66.0,Consulting,Drainage,Individual tariffs
2351,89.7,Consulting,Drainage,Economy tariffs
3503,67.2,Installation of equipment,Gas supply,Discounted rates
1855,73.7,Energy supply,Water supply,Tariffs for industry
564,70.1,Installation of equipment,Gas supply,Preferential tariffs
2854,70.3,Servicing,Heating,Discounted rates
399,56.4,Installation of equipment,Water supply,Preferential tariffs
2503,65.3,Installation of equipment,Drainage,Standard tariffs
2882,61.3,Installation of equipment,Electricity supply,Preferential tariffs
3131,94.2,Consulting,Gas supply,Discounted rates
1504,66.3,Consulting,Water supply,Combined tariffs
1444,87.2,Servicing,Drainage,Preferential tariffs
151,50.8,Repair,Water supply,Preferential tariffs
292,99.5,Consulting,Heating,Preferential tariffs
3472,74.1,Repair,Drainage,Standard tariffs
678,54.7,Servicing,Water supply,Preferential tariffs
498,84.8,Repair,Water supply,Standard tariffs
3934,71.8,Energy supply,Heating,Preferential tariffs
3770,81.8,Repair,Heating,Discounted rates
3280,57.8,Servicing,Water supply,Standard tariffs
1439,91.1,Consulting,Electricity supply,Standard tariffs
253,95.1,Repair,Drainage,Standard tariffs
1947,65.0,Repair,Heating,Economy tariffs
434,56.1,Installation of equipment,Heating,Preferential tariffs
171,88.3,Consulting,Drainage,Standard tariffs
3901,64.0,Servicing,Water supply,Combined tariffs
851,76.6,Installation of equipment,Heating,Tariffs for industry
148,70.8,Energy supply,Electricity supply,Economy tariffs
2204,57.3,Installation of equipment,Gas supply,Individual tariffs
1870,84.7,Repair,Drainage,Standard tariffs
1445,74.7,Installation of equipment,Gas supply,Economy tariffs
2165,65.4,Energy supply,Water supply,Economy tariffs
1944,83.8,Servicing,Water supply,Economy tariffs
3517,64.4,Repair,Heating,Combined tariffs
102,75.2,Consulting,Water supply,Preferential tariffs
1061,99.0,Consulting,Heating,Combined tariffs
2559,86.9,Repair,Water supply,Economy tariffs
2584,77.6,Energy supply,Drainage,Individual tariffs
1047,62.1,Energy supply,Gas supply,Discounted rates
3706,61.4,Servicing,Drainage,Economy tariffs
3740,76.6,Servicing,Water supply,Individual tariffs
2967,56.9,Installation of equipment,Gas supply,Standard tariffs
356,64.1,Repair,Drainage,Individual tariffs
1463,79.2,Energy supply,Gas supply,Tariffs for industry
3702,80.6,Repair,Water supply,Preferential tariffs
2398,70.6,Energy supply,Gas supply,Economy tariffs
3022,92.8,Repair,Drainage,Economy tariffs
494,65.3,Servicing,Heating,Standard tariffs
2440,66.6,Energy supply,Water supply,Combined tariffs
415,51.4,Energy supply,Gas supply,Preferential tariffs
946,67.6,Repair,Electricity supply,Standard tariffs
771,60.2,Energy supply,Gas supply,Economy tariffs
196,60.9,Servicing,Heating,Standard tariffs
3968,97.6,Installation of equipment,Heating,Combined tariffs
998,51.8,Installation of equipment,Gas supply,Preferential tariffs
